"start","content"
"0.0"," Hello everyone, welcome to the session where we will be covering inferential statistics."
"10.120000000000001"," This is the last session for this self-paced statistics and probability hands on."
"16.0"," And so let's take a look at the agenda for the session."
"19.96"," First of all, we are going to discuss what exactly is inferential statistics and how it is"
"23.56"," used in the science."
"25.240000000000002"," And then we are going to discuss confidence interval."
"28.08"," Following further, we are going to take a look at what exactly is hypothesis testing,"
"32.08"," the various types of errors that we have in hypothesis testing."
"36.44"," And after that, we will be taking a look at t test, f test, z test and chi square test."
"41.92"," And finally, we will be ending up this session with ANOVA."
"45.76"," So without any further ado, let's understand what is inferential statistics."
"54.04"," So the trial descriptive statistics describes the data."
"57.28"," inferential statistics is used to draw conclusions about the population based on statistical findings"
"61.64"," on sample analysis."
"63.96"," So this has a very simple meaning."
"66.88"," We have a sample taken from a population."
"69.28"," Now if you want to draw conclusions about the population, we will perform some sort of"
"74.36"," statistical test and then we will create inferences based on the findings."
"79.56"," So that is what inferential statistics is all about."
"84.52000000000001"," Now moving further, let's try to understand what exactly is confidence interval."
"90.68"," Confidence interval assumes certainty of population parameter falling in the given intervals."
"95.92"," The intervals could be 95% or 99% or so."
"100.08000000000001"," Normally in most of the problems, we take intervals as 95%."
"106.48"," The alpha value will be 0.05% for that."
"108.56"," We will be covering that later on in the session."
"111.96"," To understand confidence in the will, let's take a very simple example."
"116.16"," So if a point estimate 10.0 from the sample statistics for the confidence in double 95"
"123.08"," percent falls into 9.5 to 10.5, then we can infer that there is a 95% certainty that the"
"131.84"," true or population estimate will fall in the same interval."
"135.64"," Now to understand this, let's say for a sample, we have calculated the confidence in"
"140.4"," double which is 9.5 to 10.5."
"143.8"," And a point estimated for example is mean of the sample is 10.0."
"148.64000000000001"," So we can conclude or we can take an inference that if we take the population mean, it is"
"155.4"," going to fall in this particular interval and the certainty of happening that particular"
"161.68"," event is going to be 95%."
"165.08"," So that is how we can understand confidence in double."
"170.2"," Now to plot or basically implement confidence in double, we have taken a small snippet over"
"174.6"," here which we have implemented using Python programming."
"177.76"," We have taken a random normal samples of size 100 and calculated the lower confidence"
"182.95999999999998"," in double and upper confidence in double with the interval value of 95%."
"188.83999999999997"," Now if you take a look at the snippet over here, to calculate the confidence interval,"
"193.35999999999999"," we have taken the sample mean, the sample standard deviation and the standard error."
"197.68"," So these things are very important when you are taking confidence in double for any"
"201.52"," sample."
"202.52"," And then we have calculated the Z value as well which is nothing but the Z score where"
"206.96"," we would the sample mean and the standard deviation divided from the value itself."
"211.72"," And using that Z value and the standard error, we have basically computed lower confidence"
"217.68"," in double and upper count difference in double."
"220.24"," If you take a look at the example I was talking about earlier, the lower CIO is 9.5 and"
"225.56"," the upper CIO is 10.5."
"228.08"," Now using those lower CIO and upper CIO, we can plot the confidence in double over here"
"234.64000000000001"," and that is basically saying or telling us the sample mean is falling within this particular"
"241.32"," interval that we have calculated the lower CIO and the upper CIO."
"247.08"," Now according to our analysis, we can certainly say that there is a 95% certainty that the"
"253.52"," population mean will also be in the given interval because we have done the same thing"
"257.84000000000003"," on the sample."
"258.84000000000003"," So that is how confidence in double works and we can create inferences based on this."
"264.12"," And this was a very simple implementation using Python programming and we have normally"
"268.56"," used sci-fi for statistics and statistics module as well to calculate the sample standard"
"275.96000000000004"," deviation."
"277.56"," And to plot this, we have used the display that can be used using matplotlib or C-bone."
"289.4"," So now that we are done with confidence interval, let us move on and discuss hypothesis testing."
"295.6"," So hypothesis testing is the analysis where the possibility of an assumption for a population"
"300.24"," parameter is tested on the sample and statistical evidence is used to verify the hypothesis."
"306.88"," So I will give you a very simple example here."
"310.76000000000005"," So whenever we are working on a time series data, if you are using an REMA or a Syrimax"
"316.12"," model, that is seasonal REMA, we have to be certain that the time series data that we"
"322.6"," are going to analyze is stationary or not, you know, a test of stationarity where we use"
"328.72"," the AD fuller method."
"330.76"," Now in the AD fuller method, what we test is if our data is stationary or not."
"336.4"," Now that particular test gives us this test statistic and the p value."
"342.32"," So based on the p value, we reject or fail to reject the null hypothesis."
"348.8"," So what it actually means is using a statistical test that is I am performing on any sample,"
"354.64"," I can give an inference, you know, within evidence that is backed by evidence or you know,"
"359.64"," statistical finding that I have done from the test that will negate or accept some kind"
"367.88"," of hypothesis that I have given to that particular problem."
"371.4"," That we will cover later on the session when we are performing a test sample test for means"
"375.64"," and sample test for proportions and test of independence."
