"start","content"
"0.0"," Hello guys and welcome back to Python certification course."
"8.08"," In our previous session we saw a brief introduction to machine learning."
"11.16"," We learned what exactly is machine learning and we also busted out some of the myth related"
"15.84"," to it."
"16.84"," Right?"
"17.84"," I hope those things are clear to you."
"19.16"," So our today's session is on what are the various types of machine learning."
"22.72"," So in today's session we'll learn what exactly is supervised learning one or type of machine"
"28.34"," learning what are the real life use cases of supervised learning, what is unsupervised"
"32.48"," learning or the various real life use case of unsupervised learning."
"36.019999999999996"," What is reinforcement learning and finally what are some of the real life use cases of"
"40.62"," reinforcement learning."
"42.06"," So without delaying any further, let's start with types of machine learning."
"46.72"," So in general, we have three types of machine learning super wise learning, unsupervised"
"51.92"," learning and reinforcement learning let's see them one by one."
"55.12"," So, starting with supervised learning."
"58.12"," So, supervised learning is the one in which we have a training data set or you can say in"
"62.8"," which we have a label training data set and the machine is trained on that particular label."
"67.6"," For example, there is a teacher or there is a supervisor who supervise the entire process"
"73.44"," and trains the machine according to the label."
"76.03999999999999"," For example, you can see up here, here is a teacher on the screen who is teaching the"
"79.96"," machine by showing different images of the apple."
"82.84"," So, once the machine is trained."
"85.04"," So, in future, when we show a different image of the apple, the machine can easily identify"
"90.72"," that it is an apple with some accuracy."
"93.64"," Okay, for example, the image shown up here is an apple with 97% accuracy."
"98.64"," So, this is supervised learning."
"100.88000000000001"," So, let's see some of the use cases of supervised learning."
"104.04"," So, first we have a spam classifier."
"106.04"," So, how do you think your mail is getting classified as whether it is a spam mail or not"
"110.4"," a spam mail?"
"111.4"," Well, this spam detection basically works on the base of Felt-Off."
"114.8"," These are settings that are constantly updated based on new technologies, new spam identification"
"119.47999999999999"," and the feedback given by Gmail user about potential spammers."
"124.0"," Spam filter uses either text filter or it eliminates the thread based on sender and their"
"128.72"," history, whether the sender was previously reported or not."
"132.2"," Okay, so there are mainly two types of filters."
"135.51999999999998"," Text filters and client filter."
"137.96"," Text filter work by using algorithm to detect which word and phrases are most often used"
"142.84"," in the spam email."
"144.44"," These like lottery or you on a free bit point are often an immediate flag for removal by"
"150.4"," filters."
"151.4"," Spammers have gotten wise to this and often use blunt misspellings or even substitute of"
"155.92"," characters like free dollar character in order to make it pass the filter."
"160.64"," Fortunately, the modern spam filter can also make advances for these type of misspellings"
"165.48"," and if a word comes up even with character substitution, the message will still be blocked."
"170.72"," Next is the client filter."
"172.04"," In addition to the simple text filter algorithm, the top spam filter uses client identity"
"177.28"," and history to block malicious or annoying spam email."
"181.0"," Now how does a spam filter work?"
"182.72"," Well, this is done by looking at all the messages of a certain user with sheer sentout."
"188.16"," If they send out huge amounts of email constantly or if several of their messages are already"
"193.44"," being marked as spam through the text filter, in that case their email will be blocked entirely."
"198.84"," So this brings us to the use of blacklist."
"201.6"," Some filters also include a blacklist."
"204.0"," Blacklisting is simply the process of adding the no email addresses of a spam or to a list."
"209.51999999999998"," This list prevents any inbound messages from the email address going forward."
"214.16"," If you are marked something as spam, it will directly go in this blacklist and it also"
"218.44"," help Google to make a note of certain keywords found from that particular spam mail."
"223.35999999999999"," So that's the outline of spam detection."
"225.84"," The real time process are a lot more complex and consume a lot of data."
"231.28"," Next is fingerprint analysis."
"233.44"," So for fingerprint analysis, what do you do?"
"235.36"," You save your fingerprint in the machine as a record."
"238.12"," So the machine checks the data and verifies whether this particular data belongs to you"
"242.48"," or not."
"243.48"," Okay."
"244.48"," So once the data is saved into the machine, so from next time whenever you put your fingerprint"
"248.6"," on the machine, what the machine does is scan through all of its data."
"252.24"," And if the data is matched, then in that case your fingerprint is verified."
"256.2"," There is another application of supervised learning."
"259.6"," Next we have is unsupervised learning."
"262.0"," Well in case of unsupervised learning, there is no teacher and there is no label."
"266.68"," What the machine does, the machine identifies clusters and it finds similar images and"
"271.88"," group them into a cluster."
"274.28000000000003"," For example, over here, seeing some pattern in different images, the machine divides the"
"279.8"," entire image into three different clusters."
"282.8"," Okay."
"283.8"," Cluster 1, cluster 2, cluster 3."
"285.92"," But the machine doesn't know that cluster 1 is a apple or cluster 2, is an orange or cluster"
"290.76"," 3 is a banana."
"292.04"," All it knows that cluster 1 consists of similar item, cluster 2 consists of other similar"
"297.0"," item, which are not at all related to cluster 1, and similarly cluster 3 consists of different"
"302.98"," items, which are completely different from cluster 1 and cluster 2."
"306.84000000000003"," And cluster 3 consists of other similar item, which are completely different from the"
"311.32"," item of cluster 1 and cluster 2."
"313.56"," Okay."
"314.56"," So what a unsupervised machine learning is."
"317.6"," So one of the use case of unsupervised learning is voice based personal assistant."
"322.52"," So the device which are seeing on your screen is Amazon eco and the brain or the voice"
"326.84000000000003"," of eco is known as Amazon Alexa."
"329.36"," The device has many smart bellden to do a number of tasks like playback music, make the"
"334.56"," light blink."
"335.56"," It also recognizes the name Alexa."
"337.44"," It's like when you say the word, it recognizes the word and start recording your voice."
"342.36"," Amazon calls this word as a wake word."
"344.64"," So it's like when you are finished speaking, it sends the recording over to the internet"
