"start","content"
"0.0"," So in this session we'll learn about how you can create and call various types of functions"
"9.72"," in Python."
"10.72"," So let's proceed and learn about function."
"13.88"," So what are these functions?"
"15.56"," Well a function is a block of organized reusable set of instruction that is used to perform"
"20.8"," some related action."
"24.28"," But why do you even need a function?"
"27.24"," Well what if you have to write a program in which you have to use same set of code again"
"32.0"," and again."
"33.0"," For example you wrote a code of 20 lines or 40 lines and those 40 line of code are"
"37.96"," coming in your main program at 10 different places and you have to use those 40 line of"
"43.04"," code 10 different times in the program."
"46.239999999999995"," So I don't think that none of you would be interested in writing the same lines of code"
"49.72"," again and again."
"51.32"," So in order to resolve this issue they created function."
"55.12"," So well this function is a block where you write your code which you think you might"
"59.12"," use it again at some point of time."
"62.04"," Therefore it allows the reusability of the code and thus minimizes the redundancy."
"67.67999999999999"," In Python they are basically two types of function."
"70.36"," The first one is the user define and the second is built in function."
"75.75999999999999"," Let's see them one by one."
"77.32"," So what is a user defined function?"
"80.28"," Well any function defined by user is a user defined function."
"83.28"," Try it."
"84.44"," In the syntax it starts with a keyword def after that and identifier for a function name"
"94.36"," and then you pass the arguments into it."
"96.8"," All right."
"97.8"," Followed by semi colon and after that you mentioned the set of statement inside it."
"103.24000000000001"," All right."
"104.4"," Let's see an example."
"107.52000000000001"," For example if you want to add two arguments so you define a function as add and inside"
"112.2"," it add you pass two parameters as a and b."
"115.56"," So some equal a plus b and return some that's it."
"120.28"," As simple as let me just define a user defined function for you."
"124.04"," It's like it's start with the keyword def after that I'll write a function name as add"
"130.48000000000002"," inside that I'll pass two arguments a and b."
"135.24"," And then we colon and this function should return me some of a and b."
"143.64000000000001"," All right."
"144.64000000000001"," Fine."
"145.64000000000001"," So this is my user defined function."
"151.20000000000002"," Next is the built in function."
"154.68"," Now these built in function are a predefined set of functions in Python."
"158.60000000000002"," We have apps function which runs the absolute value of a number."
"161.8"," We have all function which returns to if all items and it's a rebel objects are true."
"167.20000000000002"," We have any function as sky function, Ben function, bull function and many other built in functions"
"173.76000000000002"," are available there in Python."
"175.88000000000002"," If you want more information about it you can just check out the Python official dot."
"180.44"," All right."
"182.64000000000001"," Now that we have defined a function now let's see how we can call a function."
"186.84"," So calling a function well there are two ways of calling a function."
"190.0"," You can either call it by passing a value or by passing a reference."
"194.56"," Let's see them one by one."
"196.28"," So first is pass by value."
"198.96"," Calling a function by passing the value."
"202.2"," For example, a equal 10."
"205.92"," If df that is keyword so we are defining the function as print the value of b is b."
"213.64"," And again inside the function we are updating the value of b to be 100 and print the new"
"218.56"," value of b is b."
"221.16"," And then what you are doing change it and we are passing a now since the value of a was"
"226.6"," 10."
"228.08"," So this function would take the value of b as 10."
"231.88"," So print value of b is 10 and new value of b is 100."
"236.16"," Let me just show you or to resolve this issue."
"241.24"," Let's define the value as a equal 10 define my function inside that I will pass an argument"
"250.96"," as b print."
"260.24"," The value of b is b."
"267.64"," So this is my function."
"271.03999999999996"," Now what I do I will do is I will pass the value of b to be 100 and again print the"
"283.52"," new value of b is b."
"290.28"," Fine."
"291.28"," So this is my function."
"295.4"," Now what I do I call my function by passing a value calling a function by passing a value"
"309.23999999999995"," to it."
"313.0"," So I will write my function and inside that I will pass the value as a since the value"
"320.35999999999996"," of a was 10."
"321.44"," Let's see the output."
"324.12"," See."
"325.12"," We got the output as the value of b is 10 and the new value of b is 100."
"330.32"," So this was about calling a function by passing a value to it."
"336.48"," Next we have is pass by reference."
"340.88"," Calling a function by passing the reference."
"343.08"," For example, so we have a list as c 102030."
"347.6"," So we are defining a function as change them and we are passing an argument d to it."
"352.24"," Inside the function we have print value of d is d."
"356.6"," D of 0 it's a numeric constant."
"359.48"," We are defining it as 99."
"361.48"," D of 1 as 98 then print the value of d is t."
"365.52"," Then change them."
"366.92"," Now when we are calling a function by passing the reference."
"370.32"," So what we are doing we are just passing the entire list of it."
"375.32"," So what will get the output?"
"377.56"," We will get the output as value of d is 1020 and 30."
"381.36"," And the new value of d is 99, 98 and 30."
"385.44"," Let me just show you with an example."
"388.40000000000003"," C equal 10, 20, 30."
"392.96000000000004"," Right."
"393.96000000000004"," Now let's define my function to inside this d is what?"
"405.04"," Print the value of d is d."
"414.96000000000004"," All right."
"417.28000000000003"," Next we will define some numeric literals like d of 0 is equal to 99."
"425.4"," D of 1 equals 98."
"432.2"," And then print the new value of d is again d."
"445.56"," Fine."
"448.56"," This is my function."
"450.32"," Now if I call my function using pass by reference."
"455.32"," So my function to and I pass the value seen to it."
"459.8"," So let's see what we get the output."
"462.32"," So we got the output as the value of d is 1020, 30 and the new value of d is 99, 98"
"467.48"," and 30."
"469.48"," Fine."
"470.71999999999997"," Let's move ahead."
"477.04"," Well, when a parameter is passed by reference the caller and the callee use the same variable"
"483.64000000000004"," for the parameter."
"484.64000000000004"," Well, if the callee modifies the parameter variable, effect is visible to the callers variable."
"490.76000000000005"," But when a parameter is passed by value, the caller and callee have two independent"
"495.28000000000003"," variable with the same value."
"497.64000000000004"," If the callee modifies the parameter variable, the effect is not visible to the caller."
"503.48"," Well, the things that you need to note on this definition are, well, the variable word"
"507.64000000000004"," here means the caller variable itself."
"510.68"," That is, if I pass a local variable by reference and assign to it, it will assign the callers"
"515.44"," variable itself."
"516.44"," You know what is the meaning of reference and pass by reference?"
"519.84"," Well, it is different from the general term reference."
"524.16"," It is that this reference is temporary and implicit."
"527.96"," And the callee basically get is a variable that is somehow the same as the original one."
