"start","content"
"0.0"," Hello guys and welcome all to this Python certification course."
"8.56"," In our previous session we learned the basics of data visualization and Matplotlib."
"12.68"," I hope those things are clear to you."
"14.88"," Our today's session is about how to create a line plot using Matplotlib."
"18.76"," In this session you will learn about how to create a line plot, how to customize a line"
"24.080000000000002"," plot and how to create two or more plots in one figure."
"29.12"," So without delaying any further let's move on and see how to create line plot using"
"33.58"," my jippet and old book."
"36.0"," So let me just open my jippet and old book."
"38.88"," So there's my jippet and old book here what we are performing."
"42.8"," Let me just name it."
"44.24"," So we are starting with how to create a line chart or line plot."
"51.84"," So for this the very first thing that I'll be doing up here is importing my libraries."
"58.24"," I'll be importing numpy for creating my dataset."
"61.68"," So I'll import numpy as np and I'll import mark dotlib to create the visualization."
"71.4"," So import Matplotlib plot by plot as pld."
"74.84"," Okay."
"76.08"," Next I'll define a send mat plotlib."
"80.0"," L9."
"82.24000000000001"," This sets the back end of Matplotlib to align back end."
"85.08"," With this back end the output of plotting command is displayed in line within the front end."
"89.32"," Here our front end is jippet and old book and the plot will be displayed directly"
"93.24"," below the code cell that we used it."
"95.52"," The resulting plot will then be stored in a notebook document."
"98.92"," Okay."
"99.92"," Next what I need to do I need to define my dataset."
"103.03999999999999"," So here define the dataset."
"107.68"," So let's define our x coordinate let's say x equal np dot arrange numbers between 0 to"
"116.2"," 10 with a gap of 0.1."
"119.0"," Okay."
"120.0"," Next let's define y y equal let's say 2 times of x plus 5."
"126.44000000000001"," So this is the equation of y."
"128.20000000000002"," So now I have both my x coordinate and y coordinate."
"131.48000000000002"," Okay."
"132.48000000000002"," Now my next task would be to plot them on the graph."
"135.44"," So plotting the data points."
"140.12"," So for this I'll just write PLT dot plot both the coordinates x and y."
"146.07999999999998"," That's it."
"147.07999999999998"," And finally if you want to see the created visualization just write PLT dot show."
"150.68"," I'll show you the visualization that is created."
"153.44"," So there's a line plot."
"155.44"," Okay."
"156.44"," Now this is a very basic example of line plot."
"158.56"," Next let's move ahead and see how we can customize our line plot."
"161.76"," Okay."
"162.76"," Here what we are doing."
"165.6"," Customizing the line plot."
"170.04"," Okay."
"171.04"," Let's just reuse this code."
"175.23999999999998"," Now for this code you got the output as this."
"178.32"," Okay."
"179.32"," Now let's customize this line plot and change the shape of this line or add the data point"
"184.16"," on it."
"185.16"," Let's see how we can customize this line."
"187.6"," So let's start customizing it."
"189.6"," So first let's add some title x label and y label to our graph."
"194.48"," So PLT dot title."
"197.16"," So what's our title?"
"199.12"," It's a line plot demo."
